,Schulname,Region,Schultraeger,Schulart,Schulzweig,PLZ,Strasse,Telefon,Fax,ORTSTEIL,Bauten,Fremdsprachen,spez_Angebote,Ganztagsbetrieb,Schulleitung,eMail,Internet,ZweiterBildungsweg,Grundschulteil,GymnasialeOberstufe,Ausstattung,AGs,ausserschulischePartner,Differenzierung,Mittagessen,BemerkungenSchulzweig,Kooperationen,Leistungskurse,DualesLernen,Schuljahr
02S03,Margarethe-von-Witzleben-Schule,Friedrichshain-Kreuzberg,öffentlich,Übrige Förderschwerpunkte,Übrige Förderschwerpunkte,10243,Palisadenstr. 76-77,420249209,420249215,Friedrichshain,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","1. Fremdsprache Englisch, 2. Fremdsprache Französisch","Beratungsstelle für Hörbehinderte, Erwerb der Allgemeinen Hochschulreife möglich, Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich, Ganztagsschule in gebundener Form, Ganztagsschule in gebundener Form, Internatsbetrieb, Rahmenlehrplan der Grundschule, Rahmenlehrplan für Sekundarstufe I oder/und II, Schulen mit sonderpäd. Förderschwerpunkt",Gebundener Ganztagsbetrieb,Fr. Simon,kontakt@witzleben.schule-berlin-fk.de,http://www.witzleben-schule.de,0,0,1,,Schülerzeitung; zahlreiche Arbeitsgemeinschaften,,Innere Differenzierung,Mittagessenversorgung durch den Anbieter Sodexo,Unterrichtung von gehörlosen und schwerhörigen Schülern,,"Bildende Kunst/Kunst, Biologie, Englisch, Mathematik",Betriebspraktikum,2013/14
02S04,Bernhard-Rose-Schule,Friedrichshain-Kreuzberg,öffentlich,Übrige Förderschwerpunkte,Übrige Förderschwerpunkte,10243,Singerstr. 87,246568211,246568215,Friedrichshain,,1. Fremdsprache Englisch,"Beratungsstelle für Sprachbehinderte, Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich, Ganztagsschule in offener Form, Rahmenlehrplan der Grundschule, Rahmenlehrplan für Sekundarstufe I oder/und II, Schulen mit sonderpäd. Förderschwerpunkt, Schulstation",Offener Ganztagsbetrieb,Fr. Ahl,info@bernhard-rose-schule.de,http://www.bernhard-rose-schule.de,0,0,0,Computerraum; Lehrküche,Sport; Akkordeon u.a.,bbw Akademie für betriebswirtschaftliche Weiterbildung GmbH (Berliner Netzwerk für Ausbildung); Pestalozzi-Fröbel-Haus,,Mittagessenversorgung,"für Kinder und Jugendliche mit hohem sonderpädagogischem Förderbedarf im Sinne einer Sprachbehinderung; zum Förderzentrum gehören die Beratungsstelle sowie das Ambulanzlehrersystem / Die Bernhard-Rose-Schule ist eine Durchgangsschule, sobald die Sprachstörungen der Schülerinnen und Schüler abgebaut sind und ein angemessener Leistungs-, Persönlichkeits- und Sozialstand errreicht wurde, werden die Schülerinnen und Schüler auf die allgemeinbildende Schule zurückgeschult / Kooperation mit diversen Grundschulen in Friedrichshain",,,Betriebspraktikum,2013/14
02S05,Paul-Dohrmann-Schule,Friedrichshain-Kreuzberg,öffentlich,"Förderschwerp. ""Lernen""","Förderschwerp.""Lernen""",10999,Forster Str. 15,22502511,22502515,Kreuzberg,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC",1. Fremdsprache Englisch,"Erwerb der Berufsbildungsreife möglich, Ganztagsschule in offener Form, Schulen mit sonderpäd. Förderschwerpunkt",Offener Ganztagsbetrieb,Hr. Hänel,Dohrmann-Schule-Berlin@t-online.de,http://pauldohrmann.cidsnet.de,0,0,0,Holz- u. Metallwerkstatt; Lehrküche; Computerräume; Textilwerkstatt; Tonarbeitsraum; Cafeteria; Schulgarten,,,,,"jahrgangsübergreifender Unterricht, Psychomotorik, Logopädie",in Kooperation mit 02G35,,,2013/14
02S06,Liebmann-Schule,Friedrichshain-Kreuzberg,öffentlich,Übrige Förderschwerpunkte,Übrige Förderschwerpunkte,10969,Friedrichstr. 13,50585831,50585835,Kreuzberg,"rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",,,,Fr. Schaupp,sl@liebmann-sos.schule-berlin-fk.de,http://www.liebmann-schule.cidsnet.de,0,0,0,,,,,,,,,,2013/14
02Y01,Andreas-Oberschule,Friedrichshain-Kreuzberg,öffentlich,Gymnasium,Gymnasien,10243,Koppenstr. 76,29369020,2936902199,Friedrichshain,,"S1 Englisch/Französisch, S2 Englisch/Latein, 1. Fremdsprache Englisch","ab Jahrgangsstufe 5 beginnende Züge, Berufsvorbereitung mit Qualifizierungsbausteinen, mathematisch-naturwissenschaftliches Profil",,Hr. Steiner,buero@andreas-schule.org,http://www.andreas-gym.de,0,1,0,vier Computerräume; Einsatz von Beamern und Smartboards,"Mathematik, Chemie, Physik, Geschichte, Musical, Karate, Schulchor",Partnerschule in Le Raincy bei Paris (Frankreich);  Partnerschule in Tumba (Schweden); Partnerschule in Nakskov (Dänemark); Humboldt-Universität zu Berlin; Netzwerk mathematisch-naturwissenschaftlich profilierter Schulen in Kooperation mit dem Institut für Mathematik der Humboldt-Universität zu Berlin; Deutsche Bahn AG; Agentur für Arbeit Berlin Mitte; FORUM Berufsbildung e.V.,,Mittagessenversorgung durch den Anbieter Sodexo,"MINT-Profilklasse ab Kl.5 in Zusammenarbeit mit der HU Berlin, Schulversuch StArt, Schüleraustausch mit Le Rainsy (Paris),  Zusatzkurse für Cambridge, Delf, Wirtschaft, De ,",in Kooperation mit 02K01,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Physik, Politische Weltkunde",Berufswahlpass,2013/14
02Y03,Heinrich-Hertz-Oberschule,Friedrichshain-Kreuzberg,öffentlich,Gymnasium,Gymnasien,10247,Rigaer Str. 81-82,42262080,422620884,Friedrichshain,,"S1 Englisch/Französisch, 3. Fremdsprache Latein","ab Jahrgangsstufe 5 beginnende Züge, mathematisch-naturwissenschaftliches Profil",,Fr. Cohaus,Sek@H.Hertz-OS.Schule-Berlin-FK.de,http://www.heinrich-hertz-schule.de,0,1,0,Computerräume; Experimentiersaal Physik; Schulteich,"Mathematik nach Jahrgängen; Metrische Räume u. Anwendungen; Physik u. Jugend forscht; Training für die Physikolympiade; Naturwissenschaft; Physik u. Computer; Physik Fachhelfer; Chemie; Tierpflege; Schulteich; Schlaue Algorithmen für knifflige Probleme; Server- u. Webprogrammierung; Robotik; Theater; ""Schule ohne Rassismus""; Philosophie; Männerchor; Chor; Keramik; Volleyball; Fitness; Schach; Schülerzeitung ""Hertzschlag""",Humboldt-Universität zu Berlin; Netzwerk mathematisch-naturwissenschaftlich profilierter Schulen in Kooperation mit dem Institut für Mathematik der Humboldt-Universität zu Berlin; Fraunhofer-Institut für Zuverlässigkeit und Mikrointegration IZM; Siemens AG,,Mittagessenversorgung durch den Anbieter Menütaxi,"Schule innerhalb des Berliner Netzwerkes ""Mathematisch profilierter Schulen"" der Humboldt-Universität zu Berlin / Angebot von drei bis vier Leistungskursen Mathematik, davon jeweils ein spezieller im Rahmen des Berliner Netzwerkes mathematisch profilierter Schulen / Pflichtunterricht Informatik in der 10. Jahrgangsstufe / Titel ""Schule ohne Rassismus - Schule mit Courage""",,"Biologie, Chemie, Englisch, Erdkunde, Informatik/Informationsverarbeitung, Mathematik, Physik, Politische Weltkunde",,2013/14
02Y04,Georg-Friedrich-Händel-Oberschule,Friedrichshain-Kreuzberg,öffentlich,Gymnasium,Gymnasien,10247,Frankfurter Allee 6A,2250279011,2250279015,Friedrichshain,,"S1 Englisch/Französisch, 3. Fremdsprache Latein","ab Jahrgangsstufe 5 beginnende Züge, musikbetontes Profil",,Fr. Klee,sekretariat@haendelgym.de,http://www.haendelgym.de,0,1,0,Computerräume,,Partnerschule in Molsheim (Frankreich); Partnerschule in Windhoek (Namibia); Partner-Musikschule in Kaliningrad (Russland); Partnerschule in Bradford (England); Chorverband Berlin e.V.; Deutscher Chorverband e.V.; Jeunesses Musicales Deutschland e.V.; Deutsche Kreditbank AG (Sponsor),,Mittagessenversorgung durch den Anbieter LUNA,verpflichtende Teilnahme am Ensembleunterricht in einem der Chöre oder einem der Orchester oder in der Folkloregruppe Shikamana; Klavierunterricht; Stimmbildungsunterricht; Konzert- und Ensemblereisen im Inland und ins Ausland; Schule besonderer pädagogischer Prägung; Sozialpraktikum Kl. 10; Zusatzkurs Cambridge,,"Biologie, Deutsch, Englisch, Mathematik, Musik",,2013/14
02Y05,Dathe-Oberschule,Friedrichshain-Kreuzberg,öffentlich,Gymnasium,Gymnasien,10243,Helsingforser Str. 11-13,2936063,293606415,Friedrichshain,,"S1 Englisch/Französisch, S4 Englisch/Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch","ab Jahrgangsstufe 5 beginnende Züge, Erwerb der Allgemeinen Hochschulreife möglich, Hochbegabtenförderung, Individualisierung des gymnasialen Bildungsganges, Rahmenlehrplan für Sekundarstufe I oder/und II, Umwelterziehung",,Fr. Schulze,sek@dathe-oberschule.cidsnet.de,http://www.dathe-oberschule.de,0,1,0,fünf Unterrichtsräume sind mit bis zu 16 Computerarbeitsplätzen ausgestattet; Biologie-Station mit über 50 Arten (Schülerinnen und Schüler pflegen zusammen mit erfahrenen Mitarbeiterinnen und Mitarbeitern sowie den Lehrkräften die Tiere),Hardware; Homepage; Mathematik; Chor; Schach; Keyboard; diverse sportliche AG's,"Deutsche Bundesstiftung Umwelt: Umwelt baut Brücken; Naturkundemuseum (Mikroskopierzentrum, Sinnesphysiologie); Naturschutzzentrum Ökowerk Berlin e.V.; JugendTechnikSchule im Freizeit- und Erholungszentrum Wuhlheide (FEZ); Tierpark Berlin-Friedrichsfelde GmbH (Tierparkschule); Theater an der Parkaue; Freie Universität Berlin - Fachbereich Didaktik der Biologie sowe Institut für Meteorologie; Berufsinformationszentrum (BIZ); Jugendamt Friedrichshain-Kreuzberg; EHC Eisbären Berlin; ALBA Berlin Basketballteam;  Projekt ""Schule ohne Rassismus - Schule mit Courage""; Partnerschulen in Narbonne (Frankreich) und Poprad (Slowakei)",,Mittagessenversorgung,"Informationstechnische Grundbildung (ITG) ab Klasse 6 bzw. ab Klasse 7; Titel  ""Schule ohne Rassismus - Schule mit Courage""; Titel ""Umweltschule in Europa / Internationale Agenda 21-Schule""; Projektkurs ""Umwelt baut Brücken""; Seminarkurse Biologie/Physik",,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Mathematik, Musik, Physik",,2013/14
02Y06,Leibniz-Oberschule,Friedrichshain-Kreuzberg,öffentlich,Gymnasium,Gymnasien,10961,Schleiermacherstr. 23,50586711,50586715,Kreuzberg,zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe),"S1 Englisch/Französisch, S2 Englisch/Latein, S5 Französisch/Englisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein","bilinguale Angebote Deutsch/Englisch, bilinguale Angebote Deutsch/Französisch, Ganztagsschule in offener Form, kunstbetontes Profil, mathematisch-naturwissenschaftliches Profil, musikbetontes Profil, theaterbetontes Profil",,Fr. Krollpfeiffer-Kuhring,Leibniz-Oberschule@t-online.de,http://www.leibnizschule-berlin.de,0,0,0,Computerräume,"Bläserklasse, Kammerorchester, Schülerbands, Chor, Fußball, Basketball, Fribee, Darstellendes Spiel, Schülerbücherei, Italienisch, Spanisch, Kochen, Klettern, Chemie","ergo-Versicherungen Berlin, Deutsche Bahn AG, TU und HU Berlin, Stiftung Brandenburger Tor - Förderbereich Bildung, Verband der Chemischen Industrie, Alba,Handwerkkammer",,Mittagessenversorgung,IT-Masterplan-Schule,in Kooperation mit 02G21,"Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Französisch, Geschichte, Informatik/Informationsverarbeitung, Mathematik, Musik, Physik, Politische Weltkunde",,2013/14
02Y07,Robert-Koch-Oberschule,Friedrichshain-Kreuzberg,öffentlich,Gymnasium,Gymnasien,10967,Dieffenbachstr. 60,50585731,50585735,Kreuzberg,,"S1 Englisch/Französisch, S7 Englisch/Türkisch, 3. Fremdsprache Spanisch",,,Hr. Völkel,Koch-Gymnasium@web.de,http://www.Robert-Koch-Oberschule.de,0,0,0,Cafeteria; Computerräume; Turnhalle,Theater; Chor; Schülerband; diverse Sport- und Spielarbeitsgemeinschaften; Schülerzeitung,Türkischer Elternverein in Berlin-Brandenburg e.V.,Spezielle Förderangebote im Fach Deutsch,"keine Mittagessenversorgung, Cafeteria",Angebot von Skireisen und Skikursen,,"Bildende Kunst/Kunst, Biologie, Deutsch, Englisch, Erdkunde, Geschichte, Mathematik, Physik",,2013/14
02Y08,Hermann-Hesse-Oberschule,Friedrichshain-Kreuzberg,öffentlich,Gymnasium,Gymnasien,10967,Böckhstr. 16,50586031,50586035,Kreuzberg,,"S1 Englisch/Französisch, S5 Französisch/Englisch, 3. Fremdsprache Latein, 4. Fremdsprache Italienisch",Ganztagsschule in gebundener Form,Gebundener Ganztagsbetrieb,Hr. Braden,kontakt@hesse-kreuzberg.de,http://www.b.shuttle.de/hhos,0,0,0,,Stolperstein-AG; Schule ohne Rassismus; Schülerzeitung; Klavier/Keyboard; Gitarre; Englisch (Cambridge ESOL-Prüfung); Französisch (DELF-Prüfung); Chor; Musik-Bewegung-Tanz; Theater mit Masken; Basketball; Italienisch; Kreativ-AG; Fußball; Chemische Experimente; Kunst; Natur,Jugendwohnen im Kiez e.V. (Ganztagsbetreuung); Berlin Tiger - Basketball in Kreuzberg 2009 e.V.; Seniorpartner in School (SiS) e.V. Berlin,,Mittagessenversorgung durch den Anbieter LUNA,"Titel ""Schule ohne Rassismus - Schule mit Courage""; Vorbereitung auf DELF-Prüfungen und Cambridge-ESOL-Prüfung",in Kooperation mit 02Y07,"Bildende Kunst/Kunst, Biologie, Deutsch, Englisch, Französisch, Mathematik, Physik, Politische Weltkunde",,2013/14
03A04,Abendgymnasium Prenzlauer Berg,Pankow,öffentlich,Abend-Gymnasium,Abend-Gymnasium,10439,Driesener Str.22,4254218,4250121,Prenzlauer Berg,,"Englisch, Französisch, Latein, Russisch, Spanisch","Abendlehrgänge zum Erwerb der allgemeinen Hochschulreife, Lehrgänge zum Erwerb der allgemeinen Hochschulreife",,Hr. Grimmer,mail@abendgymnasium-berlin.de,http://www.abendgymnasium-berlin.de,1,0,0,,,,,,,,,,2013/14
03A05,Volkshochschule Pankow,Pankow,öffentlich,Volkshochschule,Volkshochschule,10409,Hanns-Eisler-Str. 78-80,40048437,,Prenzlauer Berg,,,"Abendlehrgänge zum Erwerb der Berufsbildungsreife, Abendlehrgänge zum Erwerb des mittleren Schulabschlusses",,Hr. Quitta,ZBW-Pankow@gmx.de,http://www.zbw-pankow.de,1,0,0,,,,,,"Sekr.: 40048437 Mo.-Do. 16:30-17:30; im Gebäude der Gustave-Eiffel-Oberschule, Haus 1; Abendlehrgänge zum Erwerb der Berufsbildungsreife; Abendlehrgänge zum Erwerb des mittleren Schulabschlusses (MSA)",,,,2013/14
03B02,Berufliche Schule für Sozialwesen Pankow,Pankow,öffentlich,Kombinierte berufliche Schule,Berufsfachschule,13158,Erbeskopfweg 6-10,50019910,50019924,Rosenthal,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Lehrgänge zum Erwerb des mittleren Schulabschlusses, Sozialwesen",,Fr. Kubicki,sekretariat-03b02@web.de,http://www.obf-fs-pankow.cidsnet.de,0,0,0,,,,,,für Sozialassistenz,,,,2013/14
03B02,Berufliche Schule für Sozialwesen Pankow,Pankow,öffentlich,Kombinierte berufliche Schule,Fachoberschule,13158,Erbeskopfweg 6-10,50019910,50019924,Rosenthal,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Lehrgänge zum Erwerb des mittleren Schulabschlusses, Sozialwesen",,Fr. Kubicki,sekretariat-03b02@web.de,http://www.obf-fs-pankow.cidsnet.de,0,0,0,,,,,,"für Sozialwesen, Fachrichtung Gesundheit- u. Soziales",,,,2013/14
03B02,Berufliche Schule für Sozialwesen Pankow,Pankow,öffentlich,Kombinierte berufliche Schule,Fachschule,13158,Erbeskopfweg 6-10,50019910,50019924,Rosenthal,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Lehrgänge zum Erwerb des mittleren Schulabschlusses, Sozialwesen",,Fr. Kubicki,sekretariat-03b02@web.de,http://www.obf-fs-pankow.cidsnet.de,0,0,0,,,,,,"für Sozialpädagogik, Heilpädagogik,  Heilerziehungspflege, Familienpfflege",,,,2013/14
03B03,Martin-Wagner-Schule (OSZ Bautechnik II),Pankow,öffentlich,Oberstufenzentrum,Berufsschule,13086,Gustav-Adolf-Str. 66,912052105,912052104,Weißensee,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Bautechnik, Doppelqualifizierende Bildungsgänge (Berufsabschluss u. Fachhochschulreife bzw. Hochschulreife), Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich",,Hr. Behrens,verwaltung@oszbau2.de,http://www.oszbau2.de,0,0,0,,,,,,BQL,,,,2013/14
03B03,Martin-Wagner-Schule (OSZ Bautechnik II),Pankow,öffentlich,Oberstufenzentrum,Berufsfachschule,13086,Gustav-Adolf-Str. 66,912052105,912052104,Weißensee,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Bautechnik, Doppelqualifizierende Bildungsgänge (Berufsabschluss u. Fachhochschulreife bzw. Hochschulreife), Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich",,Hr. Behrens,verwaltung@oszbau2.de,http://www.oszbau2.de,0,0,0,,,,,,"Schulische Ausbildung zum Bauzeichner (IHK) u. Techn. Assistent für Datenverarbeitung, Maurer,  (1-, 2- u. 3-jährig)",,,,2013/14
03B03,Martin-Wagner-Schule (OSZ Bautechnik II),Pankow,öffentlich,Oberstufenzentrum,Fachoberschule,13086,Gustav-Adolf-Str. 66,912052105,912052104,Weißensee,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Bautechnik, Doppelqualifizierende Bildungsgänge (Berufsabschluss u. Fachhochschulreife bzw. Hochschulreife), Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich",,Hr. Behrens,verwaltung@oszbau2.de,http://www.oszbau2.de,0,0,0,,,,,,"Doppelqualifizierende Bildungsgänge (Berufsausbildung u. Fachhochschulreife, für den Bereich Technik",,,,2013/14
03B03,Martin-Wagner-Schule (OSZ Bautechnik II),Pankow,öffentlich,Oberstufenzentrum,Berufsoberschule,13086,Gustav-Adolf-Str. 66,912052105,912052104,Weißensee,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"Bautechnik, Doppelqualifizierende Bildungsgänge (Berufsabschluss u. Fachhochschulreife bzw. Hochschulreife), Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich",,Hr. Behrens,verwaltung@oszbau2.de,http://www.oszbau2.de,0,0,0,,,,,,,,,,2013/14
03B04,Brillat-Savarin-Schule (OSZ Gastgewerbe),Pankow,öffentlich,Oberstufenzentrum,Berufsschule,13088,Buschallee 23A,9142660,914266220,Weißensee,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"berufsorientiertes Profil, Ernährung und Hauswirtschaft",,Hr. Enste,sekretariat@osz-gastgewerbe.de,http://www.osz-gastgewerbe.de,0,0,0,,,DEHOGA Hotel- und Gaststättenverband Berlin e.V.;  Industrie- und Handelskammer (IHK) zu Berlin; Otto  Korsukéwitz GmbH (Gastronomiebedarf und Großküchentechnik); Steigenberger Hotel Berlin; Weihe-Früchte & Salate KG; Metro Cash & Carry Deutschland GmbH; Allgemeine Hotel- und Gastronomie-Zeitung; Evers Specials B.V. (Erzeuger von Sprossen und Keimen); VEGA Vertrieb von Gastronomiebedarf GmbH; Löffelsend & Wein Compagny GmbH,,Mittagessenversorgung,,"in Kooperation mit 03K04, 06K03, 12K08",,,2013/14
03B04,Brillat-Savarin-Schule (OSZ Gastgewerbe),Pankow,öffentlich,Oberstufenzentrum,Berufsfachschule,13088,Buschallee 23A,9142660,914266220,Weißensee,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)",Englisch,"berufsorientiertes Profil, Berufsvorbereitung mit Qualifizierungsbausteinen, Ernährung und Hauswirtschaft, Lehrgänge zum Erwerb der Berufsbildungsreife, Lehrgänge zum Erwerb der erweiterten Berufsbildungsreife, Lehrgänge zum Erwerb des mittleren Schulabschlusses",,Hr. Enste,sekretariat@osz-gastgewerbe.de,http://www.osz-gastgewerbe.de,0,0,0,,,DEHOGA Hotel- und Gaststättenverband Berlin e.V.;  Industrie- und Handelskammer (IHK) zu Berlin; Otto  Korsukéwitz GmbH (Gastronomiebedarf und Großküchentechnik); Steigenberger Hotel Berlin; Weihe-Früchte & Salate KG; Metro Cash & Carry Deutschland GmbH; Allgemeine Hotel- und Gastronomie-Zeitung; Evers Specials B.V. (Erzeuger von Sprossen und Keimen); VEGA Vertrieb von Gastronomiebedarf GmbH; Löffelsend & Wein Compagny GmbH,,Mittagessenversorgung,1-jährig,"in Kooperation mit 03K04, 06K03, 12K08",,,2013/14
03B04,Brillat-Savarin-Schule (OSZ Gastgewerbe),Pankow,öffentlich,Oberstufenzentrum,Fachoberschule,13088,Buschallee 23A,9142660,914266220,Weißensee,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","1. Fremdsprache Englisch, 2. Fremdsprache Französisch","berufsorientiertes Profil, Ernährung und Hauswirtschaft",,Hr. Enste,sekretariat@osz-gastgewerbe.de,http://www.osz-gastgewerbe.de,0,0,0,,,DEHOGA Hotel- und Gaststättenverband Berlin e.V.;  Industrie- und Handelskammer (IHK) zu Berlin; Otto  Korsukéwitz GmbH (Gastronomiebedarf und Großküchentechnik); Steigenberger Hotel Berlin; Weihe-Früchte & Salate KG; Metro Cash & Carry Deutschland GmbH; Allgemeine Hotel- und Gastronomie-Zeitung; Evers Specials B.V. (Erzeuger von Sprossen und Keimen); VEGA Vertrieb von Gastronomiebedarf GmbH; Löffelsend & Wein Compagny GmbH,,Mittagessenversorgung,1-jährig,"in Kooperation mit 03K04, 06K03, 12K08",,,2013/14
