BSN	Schulname	Region	Schultraeger	Schulart	Schulzweig	PLZ	Strasse	Telefon	Fax	ORTSTEIL	Bauten	Fremdsprachen	spez_Angebote	Schulleitung	eMail	Internet	Ganztagsbetrieb	ZweiterBildungsweg	Grundschulteil	GymnasialeOberstufe	DualesLernen	BemerkungenSchulzweig		Leistungskurse	Schuljahr
03G04	Grundschule an der Marie	Pankow	öffentlich	Grundschule	Grundschule	10405	Christburger Str. 7	40301298	24627804	Prenzlauer Berg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation	Hr. Stolze	GS.5.PB@t-online.de	http://www.schule-an-der-Marie.de	Offener Ganztagsbetrieb	0	0	0		Schwerpunkt Integration, Regelfinanzierte Schulstation			2014/15  
03G05	Homer-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	10407	Pasteurstr. 10-12	4250575	4250177	Prenzlauer Berg		1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Staatliche Europa-Schule Berlin Deutsch/Griechisch	Hr. Blachnik	post@homergs.de	http://www.homer-grundschule.de	 	0	0	0		PC-Unterricht; Bilingualer Unterricht Deutsch/Griechisch in den Klassen der Europaschule			2014/15  
03G06	Turnvater Jahn-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	10407	John-Schehr-Str. 38	42851032	42851034	Prenzlauer Berg	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Dellas	info@tvj.cidsnet.de	http://www.tvj-gs.de	 	0	0	0					2014/15  
03G08	Grundschule am Planetarium	Pankow	öffentlich	Grundschule	Grundschule	10405	Ella-Kay-Str. 47	4250874	42081125	Prenzlauer Berg		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, gesundheitsbetontes Profil, mathematisch-naturwissenschaftliches Profil, Profil Informationstechnik, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation, sportbetontes Profil	Hr. Urban	info@gsap.de	http://www.gsap.de	Offener Ganztagsbetrieb	0	0	0		"Bewegte Schule": vier Stunden Sportunterricht werden ergänzt durch sportliche Arbeitsgemeinschaften und Bewegung im Unterricht und in den Pausen; Schülerparlament			2014/15  
03G09	Thomas-Mann-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	10437	Greifenhagener Str. 58-59	4457761	4455590	Prenzlauer Berg		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in gebundener Form, Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 3-4, 5-6, musikbetontes Profil, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, theaterbetontes Profil, veränderte Formen der Leistungsbeurteilung	Fr. Lietzau	schulleitung@thomas-mann-grundschule.de	http://www.thomas-mann-grundschule.de	Offener Ganztagsbetrieb	0	0	0		systematische Lernkompetenzentwicklung			2014/15  
03G10	Grundschule am Hohen Feld	Pankow	öffentlich	Grundschule	Grundschule	13125	Bedeweg 1	948006220	948006233	Karow	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Hochbegabtenförderung, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation	Hr. Imke	schulleiter@grundschule-amhohenfeld.de	http://www.schule-amhohenfeld.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G11	Schule am Falkplatz (Grundschule)	Pankow	öffentlich	Grundschule	Grundschule	10437	Gleimstr. 49	443875010	44387539	Prenzlauer Berg		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation	Fr. Melchert-Arlt	schulleitung@schule-am-falkplatz.de	http://www.schule-am-falkplatz.de	Offener Ganztagsbetrieb	0	0	0		Schülerclub; Titel "Berliner Klima Schule 2010"; Teilnahme am Projekt Theater und Schule (TUSCH)			2014/15  
03G12	Paul-Lincke-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	10409	Pieskower Weg 39	42850876	42850877	Prenzlauer Berg	zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, musikbetontes Profil, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Zeidler	paul-lincke-grundschule@gmx.de	http://www.paul-lincke.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G13	Rudolf-Dörrier-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13158	Kastanienallee 59	91699480	91699481	Rosenthal		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Zepper	info@rudolfdoerrier-g.cidsnet.de	http://www.rudolfdoerrier-g.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G14	Bornholmer Grundschule	Pankow	öffentlich	Grundschule	Grundschule	10439	Ibsenstr. 17	4458763	44719469	Prenzlauer Berg		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Sonderpäd. Kleinklassen gemäß § 4 SopädVO, umweltbetontes Profil	Hr. Fuchs	bornholmer14@t-online.de	http://www.bornholmer-gs.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Die Schule bietet ein außerunterrichtliches Kursangebot, aus dem die 4. bis 6. Klässler vier Kurse pro Schuljahr wählen müssen, zum Beispiel: Lesen mal anders; Richtig schreiben; Computer; Kräuter; Jonglieren, Werkeln mit Holz; Mathe - (k)ein Problem; Streitschlichter; Theater; Gitarre u.v.m.			2014/15  
03G15	Schule am Senefelderplatz	Pankow	öffentlich	Grundschule	Grundschule	10435	Schönhauser Allee 165	4468900	44689013	Prenzlauer Berg	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Günzel	info@schule-am-senefelderplatz.de	http://www.schule-am-senefelderplatz.de	Offener Ganztagsbetrieb	0	0	0		Kooperative Grundschule mit (03S01), SAPH, Teilnahme am Inklusionsprojekt Pankow			2014/15  
03G16	Grundschule am Teutoburger Platz	Pankow	öffentlich	Grundschule	Grundschule	10435	Danziger Str. 50	44358050	44358051	Prenzlauer Berg		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation	Hr. Marzineck	GrundschuleamTP.cids@t-online.de	http://www.gatp.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		LRS- u. Dyskalkuliehilfe, Psychomotorik, geologischer Lehrpfad, Mediation - Konfliktlotsenausbildung			2014/15  
03G17	Grundschule am Weißen See	Pankow	öffentlich	Grundschule	Grundschule	13086	Amalienstr. 6	9269462	34353387	Weißensee		Fremdsprache ab Klasse 1 Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Reimann	Schule.am.Weissen.See.cids@t-online.de	http://www.gsaws.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Förderverein; Titel  "Gesunde Schule"; je eine Wochenstunde Englisch in den Jahrgangsstufen 1 und 2			2014/15  
03G18	Picasso-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13088	Gounodstr. 71	9606660	96066621	Weißensee	rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, kunstbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Verworn	picasso-schule@t-online.de	http://www.picasso-grundschule.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G20	Grundschule im Moselviertel	Pankow	öffentlich	Grundschule	Grundschule	13088	Brodenbacher Weg 31	9250976	92375652	Weißensee		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Ganztagsschule in offener Form, gesundheitsbetontes Profil, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Neigungsorientierte Einrichtung von Klassen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, sportbetontes Profil, sprachbetontes Profil, Umwelterziehung	Hr. Neumann	grundschule-im-moselviertel@gmx.de	http://www.moselschule.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Sportbetonung, Konfliktlotsenprojekt, Begabtenförderung Ma Kl.4			2014/15  
03G21	Grundschule unter den Bäumen	Pankow	öffentlich	Grundschule	Grundschule	13129	Alt-Blankenburg 26	4743325	47487607	Blankenburg	Parkplatz für Schwerbehinderte vorhanden	Fremdsprache ab Klasse 1 Englisch	Ganztagsschule in offener Form, kunstbetontes Profil, musikbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, theaterbetontes Profil	Hr. Woitinek	gudbaeumen@t-online.de	http://www.gudbaeumen.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Schule mit Schwerpunkt Lesen (Bibliothek, Lesewettstreite, Lesenächte, Leseförderung)			2014/15  
03G22	Grundschule am Wasserturm	Pankow	öffentlich	Grundschule	Grundschule	13089	Tino-Schwierzina-Str. 66	4720176	47033360	Heinersdorf	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Vogel	gsamwasserturm@freenet.de	http://www.gs-wasserturm.cidsnet.de/	Offener Ganztagsbetrieb	0	0	0		musisch-künstlerische Orientierung			2014/15  
03G23	Grundschule Alt-Karow	Pankow	öffentlich	Grundschule	Grundschule	13125	Bahnhofstr. 32	94794970	94794975	Karow	rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, gesundheitsbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation, sportbetontes Profil	Fr. Neunübel	grundschule-alt-karow@gmx.de	http://www.grundschule-alt-karow.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G24	Grundschule im Panketal	Pankow	öffentlich	Grundschule	Grundschule	13125	Achillesstr. 31	94794920	9479492231	Karow	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Profil Informationstechnik, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation, sportbetontes Profil	Hr. Fritzenwanker	Grundschule-im-Panketal.cids@t-online.de	http://www.grundschuleimpanketal.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G25	Carl-Humann-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	10439	Scherenbergstr. 7	4441580	44719045	Prenzlauer Berg		1. Fremdsprache Englisch	Ganztagsschule in offener Form, kunstbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulstation, veränderte Formen der Leistungsbeurteilung	Hr. Neumann	humann-grundschule@gmx.de	http://www.humann-grundschule.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Schülerclub für zusätzliche Betreuung			2014/15  
03G26	Arnold-Zweig-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13187	Wollankstr. 131	49790970	49790979	Pankow	Parkplatz für Schwerbehinderte vorhanden	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Leutloff	arnold-zweig-grundschule@t-online.de	http://www.arnold-zweig-schule.de	 	0	0	0		Lernpaten über das Stadtteilzentrum (Kooperationsvertrag)			2014/15  
03G27	Elizabeth-Shaw-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13187	Grunowstr. 17	49301190	49301199	Pankow		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, musikbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Herre	info@shaw-grundschule.de	http://shaw-grundschule.de/	Offener Ganztagsbetrieb	0	0	0		Kooperationsvertrag mit der Musikschule Pankow			2014/15  
03G28	Grundschule im Hasengrund	Pankow	öffentlich	Grundschule	Grundschule	13156	Charlottenstr. 19	47402940	47402941	Niederschönhausen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Stang	grundschule.im.hasengrund@t-online.de	http://www.berliner-hasengrundschule.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G29	Grundschule Am Sandhaus	Pankow	öffentlich	Grundschule	Grundschule	13125	Wiltbergstr. 37-39	9490046	9490036	Buch	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, sportbetontes Profil	Hr. Grimm	sandhaus.cids@t-online.de	http://www.sandhaus-schule.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G32	Grundschule an den Buchen	Pankow	öffentlich	Grundschule	Grundschule	13156	Wilhelm-Wolff-Str. 19	91699460	91699461	Niederschönhausen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Blischke	gsbuchen@gmx.de	http://www.gs-buchen.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G33	Jeanne-Barez-Schule (Grundschule)	Pankow	öffentlich	Grundschule	Grundschule	13127	Hauptstr. 66	47498931	47498938	Französisch Buchholz	Parkplatz für Schwerbehinderte vorhanden	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Emrich	sekretariat@jeaba.de	http://www.jeanne-barez-schule.de	Offener Ganztagsbetrieb	0	0	0		Integration von Schülerinnen und Schülern mit sonderpädagogischem Förderbedarf			2014/15  
03G34	Mendel-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13187	Stiftsweg 3	47607910	476079911	Pankow	Parkplatz für Schwerbehinderte vorhanden, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, gesundheitsbetontes Profil, Lerngruppen für Lese-Rechtschreibschwierigkeiten, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, theaterbetontes Profil	Fr. Burkert	mendel-schule@t-online.de	http://www.mendel-grundschule.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		offene Unterrichtsformen (Wochenplan, Freiarbeit, Montessori), Entwicklung von Methodenkompetenz, Integration, LRS-Klasse, Konfliktlotsen, Medienecken,  Feste und Projekte			2014/15  
03G35	Platanengrundschule	Pankow	öffentlich	Grundschule	Grundschule	13159	Hauptstr. 20	9131120	47411973	Blankenfelde		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Umwelterziehung	Fr. Hartig	platanengrundschule@gmx.de	http://www.platanengrundschule.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Computerkurse; Theaterprojekte;  projektorientierte Schulfahrten; Methodentraining			2014/15  
03G36	Elisabeth-Christinen-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13156	Lindenberger Str. 12	40058920	40058921	Niederschönhausen		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Fr. Häussler	elisabeth-christinen-gs@t-online.de	http://www.ecg.cidsnet.de	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G37	Klecks-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13187	Brixener Str. 40	47901920	47901921	Pankow		1. Fremdsprache Englisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulstation	Fr. Wölfer	ganztags@klecks-grundschule.de	http://www.klecks-grundschule.de	Gebundener Ganztagsbetrieb	0	0	0		Schul- u. Klassenprojektunterricht mit Präsentation der Ergebnisse in der Öffentlichkeit			2014/15  
03G38	Grundschule im Blumenviertel	Pankow	öffentlich	Grundschule	Grundschule	10407	Syringenplatz 30	42850870	42850872	Prenzlauer Berg		1. Fremdsprache Englisch	Ganztagsschule in offener Form, jahrgangsübergreifende Lerngruppen 1-3, 4-6	Fr. Helbig	Grundschule_im_Blumenviertel@t-online.de	http://www.grundschule-im-blumenviertel.de 	Offener Ganztagsbetrieb	0	0	0					2014/15  
03G39	Grundschule Wolkenstein	Pankow	öffentlich	Grundschule	Grundschule	13189	Neumannstr. 65	47901890	47901891	Pankow		Fremdsprache ab Klasse 1 Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Koschak	sekretariat@wolkenstein.cidsnet.de	http://www.wolkenstein.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Schule für ganzheitliches Lernen			2014/15  
03G40	Schule am Birkenhof	Pankow	öffentlich	Grundschule	Grundschule	13127	Arnouxstr. 18	474029100	47411448	Französisch Buchholz	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch	Erwerb der Berufsbildungsreife möglich, Ganztagsschule in offener Form, Inklusiver Unterricht/Inklusive Erziehung, jahrgangsübergreifende Lerngruppen 3-4, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulen mit sonderpäd. Förderschwerpunkt, Sonderpäd. Kleinklassen gemäß § 4 SopädVO	Fr. Bachmann	sekretariat@schule-birkenhof.de	http://www.schule-birkenhof.de	Offener Ganztagsbetrieb	0	0	0		Schülerinsel			2014/15  
03G41	Trelleborg-Schule (Grundschule)	Pankow	öffentlich	Grundschule	Grundschule	13189	Eschengraben 40	479018611	479018618	Pankow		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Junge	trelleborg-schule@t-online.de	http://www.trelleborg-schule.de	Offener Ganztagsbetrieb	0	0	0		JüL 1-2-3, SAPH 1/2, Integration, Begabungsförderung			2014/15  
03G43	Grundschule Wilhelmsruh	Pankow	öffentlich	Grundschule	Grundschule	13158	Lessingstr. 44	91645320	91645328	Wilhelmsruh		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	Ganztagsschule in offener Form, gesundheitsbetontes Profil, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen	Hr. Grenz	sekretariat@grundschule43pankow.cidsnet.de	http://www.grundschule43pankow.cidsnet.de	Offener Ganztagsbetrieb	0	0	0		Unterricht nach dem 40-Minuten-Modell in Blöcken zu je 80 Minuten			2014/15  
03G44	Georg-Zacharias-Grundschule	Pankow	öffentlich	Grundschule	Grundschule	13088	Sulzfelder Str. 15	92690892	9252784	Weißensee		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Hochbegabtenförderung, Neigungsorientierte Einrichtung von Klassen, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, sportbetontes Profil	Fr. Bath	44.Grundschule-Pankow@web.de	http://44gspankow.be.schule.de	Offener Ganztagsbetrieb	0	0	0		Die Schülerinnen und Schüler erhalten zusätzlich zum Rahmenlehrplan ab der ersten Klasse eine Sportstunde und ab der 4. Klasse zwei Sportstunden mehr / Schwimmen bereits ab Klasse 2			2014/15  
03G45	Grundschule im Hofgarten	Pankow	öffentlich	Grundschule	Grundschule	10435	Danziger Str. 50	40301657	40301667	Prenzlauer Berg		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Hr. Maune	gs-danziger-strasse@t-online.de		Offener Ganztagsbetrieb	0	0	0		'SINUS-Projekt Mathematik, Montessoriorientierung, Kooperation mit den KITA''s "Pinocchio" und "Am Wasserturm"; Kooperation mit "Danziger50"'			2014/15  
03G46	Grundschule im Eliashof	Pankow	öffentlich	Grundschule	Grundschule	10437	Senefelderstr. 6	40504800	40301889	Prenzlauer Berg		1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen	Fr. Behm	gs-im-eliashof@t-online.de	http://grundschule-im-eliashof.cidsnet.de	 	0	0	0					2014/15  
